F7,F3,Fz,F4,F8,T7,Cz,T8,P3,Pz,P4,PO7,PO8,Oz
0.367853221713451,0.447756643571397,0.192829678966477,0.12767077000228,0.212467266648894,0.310299648150469,0.258534411348461,0.1336530943356,0.941587588475362,0.488651955362288,0.128936480757169,0.425187941037845,0.258073162827354,0.802182770664145
0.0136413180394025,0.0156898601078887,0.0155901598365103,0.0168894722204689,0.0180646775360414,0.044016299127113,0.0167881975477233,0.0178769236951786,0.0184064776578257,0.0155617185465517,0.0148642341434376,0.0161547312717845,3.03187180413991,0.016239715591522
0.465159315865701,0.40391727511217,0.393911641551116,0.435832251590674,0.673111251438406,0.0580524713371776,1.29189484111124,0.471005332049726,0.502643045631272,0.901027143325739,1.0369317398499,1.59309749009218,1.10947388372529,0.249679076141926
0.00161602493044207,0.00911941137067591,0.020250462572835,0.0185615906434877,0.0569780412564591,0.0256441666456659,0.0462467071377605,0.133533538136356,0.573192593513528,0.422735088548694,0.0624289415198182,0.0864395083582643,0.233851347750301,0.0319750508399325
0.775612951758232,0.366303734137701,0.330327060745857,0.273988990237036,0.36420573011932,0.539408875872715,0.475310553408026,0.0896377863636144,0.292346515581138,0.35698850033785,0.367734880029919,0.0889602413505514,0.730836048786534,0.401513066014759
0.743971391237345,0.84024389335011,1.1560306085514,0.975536554949722,0.305972649023761,0.907972504530284,0.886915783394465,0.352541472023718,0.109612724396079,0.483577622074405,1.29796681898122,1.66300475809217,0.589379732474522,0.727384510722926
0.01472847645897,0.0409967725009112,0.0458452065819583,0.0442860243866413,0.0662791427842122,0.0937050613490054,0.158088625642474,0.436130454941843,0.398938861339538,0.099784331764194,0.0572489088098381,0.0761277259400908,1.54199237633777,1.12365087674037
0.228340263971016,0.261286582249821,0.385723598888092,0.299281318405234,0.100793697299739,0.851239560176407,0.507331294436183,0.171827163898554,0.318351961440027,0.258245003184235,0.322418578768014,0.926518903957161,0.645702259705361,0.53890618817369
0.151669163198366,0.276515433058983,0.440964777001535,0.309488635105071,0.0566667115598557,0.0469545457988707,0.549327651382041,0.185395328791258,0.284319880925718,0.500906335890738,0.261985016268883,0.797572458666338,0.38039131139559,0.467642891134882
0.171562598061829,0.259074852809326,0.349397062901286,0.292359966405278,0.154513798760148,0.122156657911641,0.281030110285871,0.235430051930819,0.282525763648471,0.532751972191894,0.396261130602281,0.678191547183693,1.1844322369979,1.02589573482597
0.704686665644478,0.512851762672797,0.426331192010982,0.352098216292305,0.538327187756266,0.144744057619493,0.72836833080115,0.425420002240677,0.444928107100498,0.795837177750434,0.54248826419543,2.45238248084649,1.44710637328142,0.353663137177519
0.0795664302311841,0.154875686109229,0.0454221332238675,0.0528757172431292,0.0608850071367334,0.713317442391796,0.432000871664214,0.00890682460308112,0.111134090796612,0.147198441397983,0.0949882095398719,0.171468667211214,0.209376771747941,0.0826163611115155
2.40545907947033,0.129714853352837,0.249759689141688,0.171564024371784,0.0236349518420338,0.311781005633946,0.288220848751923,0.0953495219286841,0.561438137387785,0.68015532455253,0.294446781125875,2.24889932684585,1.60167326879249,12.1261268158822
0.193474805903865,0.362171582061693,0.408228282568201,0.311274136271436,0.184936782982223,0.0975951879261868,0.271600274465125,0.104125183246049,0.447082572604556,0.463776667570093,0.429497866007669,0.926205047945206,0.881545842115862,0.759388384482537
1.83029709485296,1.46878908924428,2.11279599132519,2.12357142672779,1.27362349846541,1.08234113466869,0.445788166626463,1.1860861620012,0.923730084613241,1.11881896947497,0.900451848641456,1.32777362061958,2.29340165212768,2.23755043572989
0.689174105347172,0.543178250496152,1.0328684717527,0.518579490024182,0.508156499867846,0.144719690922674,0.671297894774426,0.0338971018089625,0.333126479183621,1.04109892128647,0.555452563904881,0.533232747365866,0.090556338005945,1.48341230128191
0.151934383291581,0.222598149449991,0.092488000319796,0.417798874492833,0.314628276369485,0.193756291176896,0.801742388859956,0.188505274117444,1.72820668255648,0.252116961591941,0.159716656504885,0.0563816388639972,2.58785115056904,0.140776222922243
1.61279092667674,1.30433589026459,2.05592080202175,0.778401942743645,1.32250600657293,2.50409606378981,0.792031082753801,0.631511658915693,0.321736095907288,0.740991022478427,0.532910362033329,0.528002071981776,1.45015813649276,8.9494009885331
0.835069558534439,0.43004877479497,1.21565788230213,0.649779178189823,0.48368617432792,0.464930410257925,1.58268357831136,0.84063935044542,0.747075627264571,0.640542268905604,0.383008164101886,0.623898454948669,1.65801928258919,0.840513644902203
0.919700398561122,0.828658496222368,0.833214312700315,0.587154382644549,0.36415247110062,0.110079589400995,0.817608581452846,0.0954825545372632,0.45475633102312,0.930432867215007,1.05376932818909,0.209223373966708,0.690151735916162,0.153433449697271
0.165084552257141,0.199797166320331,0.314244948846507,0.190183992723441,0.115944152485214,0.685736111995873,0.478068105928201,0.156037824765313,0.635022735908348,0.551909886147199,0.315650299314208,0.103371293717682,0.220208392257931,0.135330904217057
0.0960307290348959,0.439463202767911,0.550580180845735,0.326057292093813,0.160825839511011,0.0400976786536932,0.457497921838564,0.118926673335423,0.291186126667917,0.294944938728268,0.294489563947144,0.874043828186029,0.767101091986799,0.846288268968244
0.462059234632067,0.517120249908962,0.770198990919234,0.507644344308532,0.282777681519213,0.283231299022769,1.50745888001022,0.585732917007946,0.833796604649279,0.947672025848159,0.796469444292318,2.03407440873862,1.66473324218399,0.523880656931549
0.0666998023227361,0.147677307408616,0.221755903147349,0.176365347676503,0.109498993108929,0.146293651209246,0.224560541740772,0.0898182393730162,0.279141371249991,0.491685952415052,0.270636008703591,0.132201678933349,0.189056096638403,0.0642103319198836
0.388728103757575,0.155378975499219,0.312424940067213,0.175271134288418,0.128984767757684,0.270036016491377,0.310224395791954,0.0564769195960914,0.430144921595885,0.437076019715233,0.459534275835935,0.346641890425184,0.765504469256314,0.0907457781536702
0.457573179128726,0.324497258331953,0.747053324100348,0.219513746092536,0.515239658490801,0.337515283839855,0.934799438564457,0.166496212483191,0.118806265630396,0.586314897609062,0.45836783635538,0.897423092546196,0.681804287993491,0.676496416175863
0.057875828331549,0.141711013608212,0.200351228762736,0.195747830790106,0.0745276245046354,0.0584111409555774,0.259625933804144,0.386335770548732,0.304389807386362,0.222740246874486,0.241943331002959,0.199154159122281,0.134453398849585,0.197566315089733
0.41979459388705,1.70504741382122,2.25321516409135,1.39423151282506,0.299151989931561,0.18935795366675,0.453487959747375,0.706275525519817,0.598621134448279,0.759458814327909,0.493495526605993,1.67807987234767,0.842706238328089,0.662570944279845
0.141848844943045,0.192655621001595,0.319308342145556,0.301174158065449,0.211165108823379,0.426163023892354,0.371847632927543,0.86534814813794,0.869856129561888,0.140449143672395,0.973714805693207,1.45741467351466,1.55278638769177,0.264409122541579
0.0384278515344041,0.11257243445801,0.189959710740904,0.143231372794526,0.0534076082018395,0.0425852234045825,0.241028729602852,0.0571682076710383,0.140866343237612,0.19731462555561,0.292297685690613,1.23540107881982,0.163600947900704,0.124136433018109
0.0778264245884741,0.202609739117884,0.264446798538769,0.176356911675836,0.0218478526692994,0.0713666217079034,0.457849531004502,0.171077657248784,0.231467034357752,0.164055014726045,0.31151665001249,0.495860402990375,0.328636251898931,0.344727207909105
0.0281639993245836,0.240851282155178,0.671937041033675,0.45156827148694,0.101625780970389,0.423429407979696,0.801732162022469,0.304604238879562,0.844301918082033,1.14842683847235,0.649501854083918,0.317909408455095,0.637706322269901,0.324313354726788
0.140485560903668,0.318288454100196,0.392954543568852,0.26950446213057,0.102719491546833,0.0963490656080349,0.377996907130504,0.0971240956665018,0.0966356974085812,0.492266276884177,0.348300953549044,0.835543041588299,0.970527000499588,0.605831713636008
0.0966285095563652,0.132096237808584,0.166869339740705,0.203395371971904,0.234110061352164,0.018352974196877,0.205315531118331,0.080984224897244,0.441971474611793,0.0417169658066764,0.230026566786381,0.957731559769396,0.172364701064737,0.68798247620863
0.97277282427376,0.425787343477455,0.542570341711707,0.369170648713093,0.544696576178988,0.400599050675064,1.03897998930418,0.119055918961645,0.205275811611999,0.280916618283002,0.300156782294382,0.475729485729991,0.610148019845597,0.392805239591507
0.199799842997572,0.541936682640324,0.717889720831737,0.521253299851823,0.21583458749621,0.0949980999688444,1.06135448102248,0.327926464025678,1.27027545792427,1.36300052505974,0.739868536510553,1.32603512990009,1.01578267440265,0.310128556794213
0.750798320030784,0.15035915708541,0.440162842195428,0.200599995372674,0.619152528106534,0.095804627943791,1.28566500614888,0.274181954912489,0.81101950668202,0.777494985236676,0.334923776018665,0.16715950602347,0.634429152877005,0.203880495799679
0.233174693846346,0.832473155987958,0.674195601126988,0.744255514722555,0.0512711408832143,0.840940355655695,0.319946714020052,0.110151412805912,0.104668514663566,0.267629674928016,0.398656088378673,0.180187383272153,0.277056948119912,0.157110455649342
1.09761135961259,0.566494010000911,0.526106155788464,0.552057447285262,0.550389252946745,0.105033148291169,0.43499898630658,0.215343939384259,0.550709167991995,0.653048665528804,0.500096333393098,0.84742998434089,0.621985933639655,1.0114951594414
0.107488896830591,0.239915685037122,0.301582512760175,0.242671190306767,0.0820092979818642,0.151449477414484,0.353549227125005,0.0512087970366578,0.296452513890794,0.375101378536637,0.307476644271678,0.185110461003732,0.675678380122298,0.85330553024387
0.121411054130554,0.430512210911718,0.759019067477014,0.475242478175562,0.0301776463583421,0.400748198720627,3.28693666748006,0.114564650626074,0.261438676842868,0.272740574462853,0.471631046963451,1.06386317202116,1.51942995309973,0.775807925574488
0.865232374877028,0.570057014312297,0.749783002414039,0.598931071562136,0.795633875124118,0.261024904233617,1.48683146089135,0.236430903054776,0.828706693797966,0.776784000721517,0.887754315747405,1.64909965914962,1.84826571232761,1.13735470342933
0.721581662646443,0.463765822944508,0.662939392161437,0.422539430065501,0.204982577760838,1.16598687036401,1.23088324398966,0.208205660694893,0.370969291832513,0.410668003584593,0.525450530229356,1.20179097062498,1.06529697643222,1.5113094177
0.583912030487388,1.29426310193226,1.65895731373017,0.906480946636287,0.386038996286144,0.462010740507304,1.25077564405517,2.72131679754616,0.373710703648047,1.26078677379248,0.456939248489388,1.5788627959795,0.992217118714552,1.66148344157519
1.04487554306837,0.812613943570808,1.85897214924112,0.818637853135458,0.41456975093256,1.39926520245159,1.13993760489365,0.762356305584901,0.818079060275562,0.81578488724246,0.791342743080015,0.437022001400035,0.370901516080063,0.164966449919444
0.283718018916422,0.559230068783715,0.822441851653056,0.397691297733255,0.227940805969361,0.155928478155974,0.256773679237472,0.153083917562762,0.432486059548175,0.576330503489387,0.553980140030502,1.33059419823421,0.848678037166079,0.232474469102149
0.107553525822041,0.176895026076114,0.301708144677967,0.15634921431054,0.123688011029903,0.18333196742588,0.0693374874738841,0.0382183013243012,0.455318051722685,0.0686379937979962,0.82264200179389,0.0661407071250274,0.243467439181359,0.0594180955641087
1.16967085542287,0.706663776668072,1.56878666012989,0.80515652827511,0.211003016407458,0.779309615320188,0.871487774234853,0.112865988474117,0.241913241549333,0.24643012121151,0.539184473440488,1.14571829557873,0.341343260817736,2.29336355617461
0.145412690156761,0.197420342110055,0.285561962138931,0.191377045236206,0.21791326155381,0.0655001331366058,0.643537172156209,0.666142313914058,0.554993375613621,0.566921331231416,0.124971847046543,0.273998749294208,1.07618996368564,0.180174430440321
0.0730869432463673,0.122247063121211,0.304160892273114,0.150586504255869,0.0189412679145237,0.252225315729318,1.02421811238684,0.143506378341311,0.256240884661976,0.134807979296257,0.169410649579765,0.243556935225767,0.272702624871933,0.16795926927942
0.0644601322004495,0.452742576375461,0.765853814937304,0.430075357732345,0.116789917652534,0.0442509228083367,0.435092693076369,0.155431631233511,0.565322646266265,0.54011367909119,0.403794252947741,0.493760481374807,1.24954502750706,0.344202763965904
1.08318997067009,0.78476398469435,1.52725410173118,1.93846446473974,1.85087504430155,0.323167633806501,0.6629354188717,0.0543259680678121,0.564891465861003,0.8985706635127,0.478067815981874,0.95162759873383,0.578006848145618,0.852741610391981
